Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,class
2.0,12.0,0.0,7.0,996.0,0.0,2.0,4.0,1.0,0.0,4.0,0.0,23.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,9.0,1.0,1.0,1199.0,1.0,2.0,4.0,1.0,0.0,4.0,1.0,67.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0
1.0,18.0,3.0,3.0,2278.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,28.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1
2.0,21.0,3.0,3.0,5003.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,29.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1
3.0,6.0,2.0,0.0,683.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,24.0,2.0,0.0,1553.0,4.0,2.0,3.0,1.0,0.0,2.0,1.0,23.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0
0.0,48.0,1.0,0.0,6758.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,24.0,1.0,2.0,3234.0,1.0,4.0,4.0,1.0,0.0,4.0,0.0,23.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1
2.0,24.0,1.0,4.0,5433.0,0.0,3.0,2.0,1.0,0.0,4.0,1.0,26.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0
0.0,15.0,1.0,5.0,806.0,1.0,1.0,4.0,1.0,0.0,4.0,1.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,15.0,0.0,2.0,2788.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,24.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,12.0,1.0,0.0,2930.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,24.0,0.0,1.0,1927.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,33.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
2.0,9.0,1.0,2.0,1388.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,12.0,1.0,3.0,2133.0,0.0,0.0,4.0,1.0,0.0,4.0,2.0,52.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0
0.0,18.0,1.0,2.0,2039.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,20.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,12.0,0.0,0.0,385.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0,58.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0
1.0,24.0,2.0,3.0,1965.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,42.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0
2.0,21.0,1.0,5.0,1572.0,3.0,0.0,4.0,1.0,0.0,4.0,0.0,36.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,24.0,1.0,3.0,2718.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,20.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1
1.0,6.0,4.0,3.0,931.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,32.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1
0.0,24.0,1.0,3.0,1442.0,1.0,2.0,4.0,1.0,0.0,4.0,3.0,23.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1
1.0,7.0,1.0,0.0,2329.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,45.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,9.0,1.0,2.0,918.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,30.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,24.0,4.0,1.0,1837.0,1.0,2.0,4.0,1.0,0.0,4.0,2.0,34.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.0,36.0,1.0,2.0,3349.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,28.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1
3.0,10.0,1.0,2.0,1275.0,1.0,4.0,4.0,1.0,0.0,2.0,1.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,36.0,1.0,0.0,2671.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
0.0,12.0,1.0,6.0,741.0,4.0,3.0,4.0,1.0,0.0,3.0,1.0,22.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3.0,10.0,1.0,3.0,1240.0,4.0,0.0,1.0,1.0,0.0,4.0,2.0,48.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1
0.0,21.0,1.0,0.0,3357.0,3.0,4.0,4.0,1.0,0.0,2.0,3.0,29.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,24.0,4.0,4.0,3632.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,22.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0
2.0,18.0,2.0,2.0,1808.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,30.0,1.0,2.0,3441.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,21.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,12.0,1.0,2.0,1858.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,0.0,3660.0,1.0,1.0,2.0,1.0,0.0,4.0,3.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,9.0,1.0,2.0,1980.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,19.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1
1.0,24.0,1.0,3.0,1355.0,1.0,4.0,3.0,1.0,0.0,4.0,3.0,25.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2.0,24.0,1.0,0.0,1376.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,28.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,12.0,1.0,0.0,1493.0,1.0,4.0,4.0,1.0,0.0,3.0,3.0,34.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
0.0,18.0,1.0,1.0,750.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,27.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1
2.0,12.0,1.0,3.0,1386.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1.0,30.0,3.0,5.0,4221.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,28.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
3.0,6.0,0.0,1.0,1047.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,48.0,4.0,5.0,3609.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,27.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,30.0,0.0,0.0,4530.0,1.0,2.0,4.0,1.0,0.0,4.0,3.0,26.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0
2.0,18.0,1.0,0.0,1453.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,6.0,1.0,1.0,1538.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,56.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,15.0,1.0,7.0,2631.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,12.0,0.0,3.0,926.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,38.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0
2.0,12.0,1.0,2.0,1123.0,2.0,1.0,4.0,1.0,0.0,4.0,3.0,29.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
3.0,24.0,1.0,0.0,1377.0,4.0,0.0,4.0,1.0,0.0,2.0,2.0,47.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,27.0,1.0,5.0,2528.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,32.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
2.0,15.0,1.0,3.0,5324.0,2.0,0.0,1.0,1.0,0.0,4.0,2.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
1.0,12.0,3.0,2.0,2969.0,1.0,4.0,4.0,1.0,0.0,3.0,1.0,25.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1
1.0,9.0,1.0,0.0,1206.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,6.0,4.0,1.0,1198.0,1.0,0.0,4.0,1.0,0.0,4.0,2.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1
1.0,6.0,4.0,1.0,433.0,3.0,4.0,4.0,1.0,0.0,2.0,1.0,24.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1
0.0,12.0,1.0,3.0,1228.0,1.0,1.0,4.0,1.0,0.0,2.0,0.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,9.0,1.0,0.0,790.0,2.0,1.0,4.0,1.0,0.0,3.0,0.0,66.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,27.0,1.0,3.0,2570.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,21.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
2.0,6.0,0.0,3.0,250.0,3.0,1.0,2.0,1.0,0.0,2.0,0.0,41.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0
0.0,18.0,1.0,0.0,1882.0,1.0,1.0,4.0,1.0,0.0,4.0,3.0,25.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1
1.0,48.0,4.0,5.0,6416.0,1.0,0.0,4.0,1.0,0.0,3.0,2.0,59.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
1.0,8.0,1.0,0.0,760.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,44.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,24.0,1.0,4.0,2603.0,3.0,1.0,2.0,1.0,0.0,4.0,3.0,28.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,4.0,0.0,3.0,3380.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,37.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
1.0,36.0,4.0,6.0,3990.0,0.0,4.0,3.0,1.0,0.0,2.0,2.0,29.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0
1.0,24.0,1.0,4.0,11560.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,23.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1
1.0,30.0,3.0,5.0,4280.0,4.0,1.0,4.0,1.0,0.0,4.0,3.0,26.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1
0.0,15.0,1.0,3.0,2511.0,1.0,3.0,1.0,1.0,0.0,4.0,3.0,23.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,12.0,1.0,3.0,1274.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,37.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
0.0,6.0,1.0,2.0,428.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,18.0,1.0,3.0,976.0,1.0,4.0,1.0,1.0,0.0,2.0,3.0,23.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,12.0,1.0,5.0,841.0,4.0,2.0,2.0,1.0,0.0,4.0,0.0,23.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0
2.0,30.0,0.0,0.0,5771.0,1.0,2.0,4.0,1.0,0.0,2.0,3.0,25.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,3.0,1285.0,0.0,2.0,4.0,1.0,0.0,4.0,2.0,32.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
2.0,15.0,0.0,3.0,5045.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,59.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,18.0,0.0,2.0,2124.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,24.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1
2.0,10.0,1.0,4.0,2901.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,31.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,24.0,1.0,4.0,2812.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,26.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,36.0,0.0,1.0,8065.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,25.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1
0.0,24.0,1.0,3.0,1371.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,25.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,18.0,1.0,0.0,3509.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,18.0,1.0,7.0,3872.0,1.0,3.0,2.0,1.0,0.0,4.0,3.0,67.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,12.0,1.0,3.0,836.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,21.0,1.0,5.0,1188.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,39.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1
2.0,9.0,1.0,2.0,2301.0,4.0,4.0,2.0,1.0,0.0,4.0,1.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,12.0,0.0,2.0,1258.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,22.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0
1.0,18.0,0.0,0.0,1795.0,1.0,0.0,3.0,1.0,1.0,4.0,0.0,48.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0
0.0,20.0,0.0,2.0,4272.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,24.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,12.0,1.0,3.0,7472.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,24.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0
1.0,15.0,3.0,3.0,1778.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,26.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1
1.0,36.0,2.0,3.0,7432.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,54.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,6.0,0.0,0.0,1554.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,24.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0
0.0,18.0,0.0,3.0,3966.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,33.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1
0.0,18.0,1.0,3.0,1216.0,1.0,4.0,4.0,1.0,0.0,3.0,3.0,23.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1
1.0,24.0,1.0,0.0,5084.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,42.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3.0,15.0,1.0,0.0,2327.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,25.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
2.0,12.0,1.0,0.0,886.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,4.0,1.0,2.0,601.0,1.0,4.0,1.0,1.0,0.0,3.0,0.0,23.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0
2.0,18.0,1.0,7.0,1943.0,1.0,4.0,4.0,1.0,0.0,4.0,0.0,23.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2.0,10.0,1.0,9.0,894.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,15.0,1.0,3.0,3959.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,24.0,1.0,0.0,2439.0,1.0,4.0,4.0,1.0,0.0,4.0,0.0,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
2.0,15.0,1.0,2.0,2221.0,2.0,1.0,2.0,1.0,0.0,4.0,3.0,20.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
0.0,18.0,1.0,0.0,2389.0,1.0,4.0,4.0,1.0,0.0,1.0,3.0,27.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,12.0,1.0,2.0,652.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,24.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
2.0,36.0,2.0,2.0,7678.0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,40.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0
2.0,15.0,1.0,6.0,874.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,11.0,0.0,3.0,1322.0,3.0,1.0,4.0,1.0,0.0,4.0,3.0,40.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
2.0,18.0,0.0,0.0,1098.0,1.0,3.0,4.0,1.0,0.0,4.0,3.0,65.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0
0.0,12.0,1.0,1.0,795.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,53.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
0.0,21.0,1.0,0.0,2606.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,28.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0
2.0,12.0,0.0,2.0,1592.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,35.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
2.0,15.0,1.0,2.0,2186.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,33.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0
2.0,15.0,2.0,4.0,3594.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,46.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0
1.0,9.0,1.0,3.0,3195.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,33.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
2.0,36.0,2.0,0.0,4454.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,34.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,24.0,0.0,2.0,4736.0,1.0,4.0,2.0,1.0,0.0,4.0,3.0,25.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
1.0,30.0,1.0,0.0,2991.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,25.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,48.0,3.0,8.0,18424.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,32.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1
2.0,18.0,0.0,2.0,1817.0,1.0,1.0,4.0,1.0,0.0,2.0,2.0,28.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
0.0,9.0,1.0,0.0,1366.0,1.0,4.0,3.0,1.0,0.0,4.0,1.0,22.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
0.0,18.0,0.0,2.0,1049.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,21.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
1.0,9.0,1.0,0.0,1670.0,1.0,4.0,4.0,1.0,0.0,2.0,3.0,22.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
0.0,12.0,1.0,0.0,1498.0,1.0,1.0,4.0,1.0,0.0,1.0,3.0,23.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
3.0,9.0,1.0,0.0,745.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,28.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
0.0,15.0,1.0,2.0,1845.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,46.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0
1.0,48.0,3.0,3.0,8358.0,2.0,4.0,1.0,1.0,0.0,1.0,3.0,30.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0
1.0,24.0,1.0,4.0,4113.0,2.0,4.0,3.0,1.0,0.0,4.0,3.0,28.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1
2.0,36.0,1.0,2.0,10974.0,1.0,3.0,4.0,1.0,0.0,2.0,3.0,26.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1
0.0,12.0,1.0,3.0,1893.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,24.0,0.0,0.0,1231.0,3.0,0.0,4.0,1.0,0.0,4.0,1.0,57.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0
1.0,30.0,1.0,0.0,1715.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,26.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,15.0,1.0,0.0,3568.0,1.0,0.0,4.0,1.0,0.0,2.0,3.0,54.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0
0.0,24.0,4.0,3.0,1193.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,29.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1
2.0,30.0,0.0,0.0,2831.0,1.0,1.0,4.0,1.0,0.0,2.0,3.0,33.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3.0,24.0,1.0,0.0,1258.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0,57.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,6.0,1.0,0.0,753.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,64.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
3.0,21.0,1.0,3.0,2923.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,28.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0
0.0,15.0,0.0,2.0,1433.0,1.0,1.0,4.0,1.0,0.0,3.0,1.0,25.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0
2.0,13.0,1.0,0.0,1409.0,4.0,3.0,2.0,1.0,0.0,4.0,0.0,64.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2.0,12.0,1.0,2.0,1736.0,1.0,2.0,3.0,1.0,0.0,4.0,0.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
